id,title,date_earliest,date_latest,production_country,production_region,production_minting_place,diameter,weight,production_material,production_technique,nominal
34839,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"24,5",6.62,Gold,struck,Friedrichsdor
34840,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"23,3",6.59,Gold,struck,Friedrichsdor
34841,Preußen: Friedrich Wilhelm III.,1770,1840,Polen,Schlesien,Breslau (Wrocław),"22,5",6.64,Gold,struck,Friedrichsdor
34842,Württemberg-Oels: Sylvius II. Friedrich,1651,1697,Polen,Schlesien,Oels (Oleśnica),45,28.47,Silver,struck,Taler
34843,Preußen: Friedrich Wilhelm III.,1770,1840,Polen,Schlesien,Breslau (Wrocław),"22,5",6.63,Gold,struck,Friedrichsdor
34844,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"20,3",3.33,Gold,struck,1/2 Friedrichsdor
34845,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"22,2",6.67,Gold,struck,Friedrichsdor
34846,Württemberg-Oels: Sylvius II. Friedrich,1651,1697,Polen,Schlesien,Oels (Oleśnica),48,28.67,Silver,struck,Taler
34847,Württemberg-Oels: Christian Ulrich I.,1652,1704,Polen,Schlesien,Bernstadt (Bierutów),22,3.46,Gold,struck,Dukat
34849,Württemberg-Oels: Christian Ulrich I.,1652,1704,Polen,Schlesien,Bernstadt (Bierutów),16,0.68,Silver,struck,Gröschel
34850,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"25,1",13.24,Gold,struck,2 Friedrichsdor
34851,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"25,3",13.35,Gold,struck,2 Friedrichsdor
34852,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"25,3",13.31,Gold,struck,2 Friedrichsdor
34853,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"21,9",6.65,Gold,struck,Friedrichsdor
34854,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"21,9",6.64,Gold,struck,Friedrichsdor
34855,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"21,8",6.64,Gold,struck,Friedrichsdor
34856,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"21,8",6.68,Gold,struck,Friedrichsdor
34857,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"21,9",6.66,Gold,struck,Friedrichsdor
34858,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"18,9",3.34,Gold,struck,1/2 Friedrichsdor
34859,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"19,0",3.31,Gold,struck,1/2 Friedrichsdor
34860,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,"25,1",13.32,Gold,struck,2 Friedrichsdor
34861,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,"25,3",13.31,Gold,struck,2 Friedrichsdor
34862,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,"21,9",6.64,Gold,struck,Friedrichsdor
34863,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,"21,9",6.67,Gold,struck,Friedrichsdor
34864,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,"22,0",6.66,Gold,struck,Friedrichsdor
34865,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,"21,9",6.67,Gold,struck,Friedrichsdor
34866,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,"21,9",6.65,Gold,struck,Friedrichsdor
34867,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,"21,9",6.65,Gold,struck,Friedrichsdor
34868,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,"18,9",3.35,Gold,struck,1/2 Friedrichsdor
34869,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,"19,0",3.32,Gold,struck,1/2 Friedrichsdor
34872,Preußen: Wilhelm I.,1797,1888,Deutschland,Brandenburg,Berlin,"24,0",11.11,Gold,struck,Krone
34873,Preußen: Wilhelm I.,1797,1888,Deutschland,Brandenburg,Berlin,"24,1",11.10,Gold,struck,Krone
34875,Preußen: Wilhelm I.,1797,1888,Deutschland,Brandenburg,Berlin,"20,0",5.55,Gold,struck,1/2 Krone
34876,Preußen: Wilhelm I.,1797,1888,Deutschland,Brandenburg,Berlin,"20,0",5.56,Gold,struck,1/2 Krone
34877,Preußen: Wilhelm I.,1797,1888,Deutschland,Brandenburg,Berlin,"20,1",5.54,Gold,struck,1/2 Krone
34884,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,27,8.48,Bronze,struck,
34885,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,25,7.70,Bronze,struck,
34886,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,23,7.69,Bronze,struck,
34887,Griechenland: 2009 Währungsunion,1958,2009,Griechenland,Attika,Athen,"25,75",8.50,Cupro-Nickel,struck,2 Euro
34888,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,23,8.26,Bronze,struck,
34889,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,26,8.88,Bronze,struck,
34890,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,22,8.02,Bronze,struck,
34891,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,27,11.34,Bronze,struck,
34892,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,25,8.15,Bronze,struck,
34893,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,28,11.57,Bronze,struck,
34894,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,25,7.93,Bronze,struck,
34895,Zypern: 2009 Währungsunion,1958,2009,Niederlande,Utrecht,Utrecht,"25,75",8.47,Cupro-Nickel,struck,2 Euro
34896,Bundesrepublik Deutschland: 2009 Währungsunion,1958,2009,Deutschland,Bayern,München,"25,75",8.49,Cupro-Nickel,struck,2 Euro
34897,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,20,7.41,Bronze,struck,
34898,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,22,6.54,Bronze,struck,
34899,Irland: 2009 Währungsunion,1958,2009,,,,"25,75",8.56,Cupro-Nickel,struck,2 Euro
34900,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,21,7.51,Bronze,struck,
34901,Italien: 2009 Währungsunion,1958,2009,Italien,Latium,Rom,"25,75",8.48,Cupro-Nickel,struck,2 Euro
34902,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,21,6.70,Bronze,struck,
34903,Portugal: 2009 Währungsunion,1958,2009,Portugal,,Lissabon,"25,75",8.48,Cupro-Nickel,struck,2 Euro
34904,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,22,7.59,Bronze,struck,
34905,Spanien: 2009 Währungsunion,1958,2009,Spanien,Kastilien,Madrid,"25,75",8.42,Cupro-Nickel,struck,2 Euro
34906,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,23,7.15,Bronze,struck,
34907,Slowenien: 2009 Währungsunion,1958,2009,Finnland,,Vantaa,"25,75",8.43,Cupro-Nickel,struck,2 Euro
34908,Slowakei: 2009 Währungsunion,1958,2009,Slowakische Republik,,Kremnitz (Kremnica),"25,75",8.52,Cupro-Nickel,struck,2 Euro
34919,Österreich: 2009 Währungsunion,1958,2009,Österreich,Wien,Wien,"25,75",8.55,Cupro-Nickel,struck,2 Euro
34920,Niederlande: 2009 Währungsunion,1958,2009,Niederlande,Utrecht,Utrecht,"25,75",8.44,Cupro-Nickel,struck,2 Euro
34921,Luxemburg: 2009 Währungsunion,1958,2009,Niederlande,Utrecht,Utrecht,"25,75",8.48,Cupro-Nickel,struck,2 Euro
34924,Frankreich: 2009 Währungsunion,1958,2009,Frankreich,Gironde,Pessac,"25,75",8.44,Cupro-Nickel,struck,2 Euro
34929,Finnland: 2009 Währungsunion,1958,2009,Finnland,,Vantaa,"25,75",8.41,Cupro-Nickel,struck,2 Euro
34931,Belgien: 2009 Währungsunion,1958,2009,Belgien,,Brüssel (Bruxelles),"25,75",8.44,Cupro-Nickel,struck,2 Euro
34936,Kirchenstaat: Johannes Paul II.,1958,2005,Vatikan,,Rom,"25,75",8.54,Cupro-Nickel,struck,2 Euro
34942,Monaco: 2011 Vermählung Albert II. und Charléne,1958,2011,Frankreich,Île-de-France,Paris,"25,75",8.55,Cupro-Nickel,struck,2 Euro
34943,Kirchenstaat: Benedikt XVI.,1958,2011,Vatikan,,Rom,"25,75",8.55,Cupro-Nickel,struck,2 Euro
34944,Kirchenstaat: Benedikt XVI.,1958,2011,Vatikan,,Rom,"23,25",6.52,Cupro-Nickel,struck,Euro
34945,Kirchenstaat: Benedikt XVI.,1958,2011,Vatikan,,Rom,"24,25",7.85,Aluminium-Bronze,struck,50 Cent
34946,Kirchenstaat: Benedikt XVI.,1958,2011,Vatikan,,Rom,"24,25",5.77,Aluminium-Bronze,struck,20 Cent
34947,Kirchenstaat: Benedikt XVI.,1958,2011,Vatikan,,Rom,"19,75",4.12,Aluminium-Bronze,struck,10 Cent
34948,Kirchenstaat: Benedikt XVI.,1958,2011,Vatikan,,Rom,"21,25",3.86,Steel with Copper finish,struck,5 Cent
34949,Kirchenstaat: Benedikt XVI.,1958,2011,Vatikan,,Rom,"18,75",3.04,Steel with Copper finish,struck,2 Cent
34950,Kirchenstaat: Benedikt XVI.,1958,2011,Vatikan,,Rom,"16,25",2.29,Steel with Copper finish,struck,Cent
34953,Bundesrepublik Deutschland: 2007 Römische Verträge,1958,2007,Deutschland,Brandenburg,Berlin,"25,75",8.39,Cupro-Nickel,struck,2 Euro
34954,Göttingen: Stadt,1429,1429,Deutschland,Niedersachsen,Göttingen,21,1.52,Silver,struck,Körtling
34955,Belgien: 2007 Römische Verträge,1958,2007,Belgien,,Brüssel (Bruxelles),"25,75",8.46,Cupro-Nickel,struck,2 Euro
34956,Finnland: 2007 Römische Verträge,1958,2007,Finnland,,Vantaa,"25,75",8.33,Cupro-Nickel,struck,2 Euro
34957,Frankreich: 2007 Römische Verträge,1958,2007,Frankreich,Gironde,Pessac,"25,75",8.48,Cupro-Nickel,struck,2 Euro
34958,Griechenland: 2007 Römische Verträge,1958,2007,Griechenland,Attika,Athen,"25,75",8.48,Cupro-Nickel,struck,2 Euro
34959,Irland: 2007 Römische Verträge,1958,2007,,,,"25,75",8.51,Cupro-Nickel,struck,2 Euro
34960,Luxemburg: 2007 Römische Verträge,1958,2007,Frankreich,Île-de-France,Paris,"25,75",8.48,Cupro-Nickel,struck,2 Euro
34961,Niederlande: 2007 Römische Verträge,1958,2007,Niederlande,Utrecht,Utrecht,"25,75",8.49,Cupro-Nickel,struck,2 Euro
34962,Italien: 2007 Römische Verträge,1958,2007,Italien,Latium,Rom,"25,75",8.50,Cupro-Nickel,struck,2 Euro
34963,Österreich: 2007 Römische Verträge,1958,2007,Österreich,Wien,Wien,"25,75",8.50,Cupro-Nickel,struck,2 Euro
34964,Portugal: 2007 Römische Verträge,1958,2007,Portugal,,Lissabon,"25,75",8.48,Cupro-Nickel,struck,2 Euro
34965,Slowenien: 2007 Römische Verträge,1958,2007,Finnland,,Vantaa,"25,75",8.36,Cupro-Nickel,struck,2 Euro
34966,Spanien: 2007 Römische Verträge,1958,2007,Spanien,Kastilien,Madrid,"25,75",8.57,Cupro-Nickel,struck,2 Euro
34989,Licinius I.,265,325,Deutschland,Gallia,Trier,15,1.63,Gold,struck,Triens
34991,Licinius I.,265,325,Deutschland,Gallia,Trier,17,4.09,Gold,struck,Solidus
34995,Licinius I.,265,325,Italien,Italia,Ostia,17,4.17,Gold,struck,Solidus
34997,Licinius I.,265,325,Türkei,Thrakien,Perinthos (Herakleia),19,5.07,Gold,struck,Aureus
34998,Licinius I.,265,325,Türkei,Pontos,Nikomedia (Izmit),20,5.02,Gold,struck,Aureus
34999,Licinius I.,265,325,Türkei,Oriens,Antiochia (Antakya),20,5.28,Gold,struck,Aureus
35001,Licinius I.,265,325,Deutschland,Gallia,Trier,17,4.47,Gold,struck,Solidus
35003,Eryx,-420,-400,Italien,Sizilien,Eryx,25-28,10.55,Bronze,struck,Tetras
35004,Incertum,-275,-216,Italien,Sizilien,,21,6.72,Bronze,struck,
35005,Panormos?,-410,-400,Italien,Sizilien,Panormos-Palermo?,16,3.85,Bronze,struck,Uncia
35006,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,22,6.93,Bronze,struck,
35007,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,22,6.25,Bronze,struck,
35008,Syrakus,-420,-416,Italien,Sizilien,Syrakus,15,3.78,Bronze,struck,Tetras
35009,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,21,6.10,Bronze,struck,
35010,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,20,5.06,Bronze,struck,
35011,Incertum,-350,-300,Italien,Sizilien,,11,0.71,Silver,struck,
35012,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,22,5.04,Bronze,struck,
35013,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,19,5.60,Bronze,struck,
35014,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,20,3.87,Bronze,struck,
35015,Nacona,-410,-400,Italien,Sizilien,Nacona,17,5.00,Bronze,struck,Tetras
35016,Nacona,-357,-317,Italien,Sizilien,Nacona,19,7.01,Bronze,struck,Uncia
35017,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,17,3.19,Bronze,struck,
35018,Byzantion,-50,-1,Türkei,Thrakien,Byzantion,18,3.95,Bronze,struck,
35019,Byzantion,-50,-1,Türkei,Thrakien,Byzantion,15,2.59,Bronze,struck,
35035,Arpi,-325,-275,Italien,Apulien,Arpi,12,1.04,Silver,struck,Diobol
35037,Arpi,-325,-275,Italien,Apulien,Arpi,12,0.78,Silver,struck,Diobol
35038,Arpi,-325,-275,Italien,Apulien,Arpi,12,0.96,Silver,struck,Diobol
35049,Maroneia,-520,-505,Griechenland,Thrakien,Maroneia,19,9.56,Silver,struck,Stater
35052,Maroneia,-510,-490,Griechenland,Thrakien,Maroneia,14,3.62,Silver,struck,Drachme
35054,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,12,1.86,Silver,struck,3 Obole (Triobol)
35055,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,11,1.77,Silver,struck,3 Obole (Triobol)
35056,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,11,1.79,Silver,struck,3 Obole (Triobol)
35057,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,11,1.54,Silver,struck,3 Obole (Triobol)
35058,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,12,1.39,Silver,struck,
35059,Byzantion,-50,-1,Türkei,Thrakien,Byzantion,15,1.96,Bronze,struck,
35060,Byzantion,-50,-1,Türkei,Thrakien,Byzantion,15,1.83,Bronze,struck,
35061,Byzantion,101,200,Türkei,Thrakien,Byzantion,21,4.89,Bronze,struck,
35062,Byzantion,101,200,Türkei,Thrakien,Byzantion,20,4.30,Bronze,struck,
35063,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,20,6.78,Silver,struck,Didrachme
35064,Byzantion,101,200,Türkei,Thrakien,Byzantion,20,5.82,Bronze,struck,
35065,Byzantion,101,200,Türkei,Thrakien,Byzantion,17,4.40,Bronze,struck,
35066,Maroneia,-510,-490,Griechenland,Thrakien,Maroneia,15,3.47,Silver,struck,Drachme
35067,Byzantion,101,200,Türkei,Thrakien,Byzantion,18,3.98,Bronze,struck,
35068,Byzantion,101,200,Türkei,Thrakien,Byzantion,18,4.23,Bronze,struck,
35069,Byzantion,101,200,Türkei,Thrakien,Byzantion,19,4.57,Bronze,struck,
35083,Maroneia,-470,-449,Griechenland,Thrakien,Maroneia,21,6.20,Silver,struck,Didrachme
35085,Maroneia,-470,-449,Griechenland,Thrakien,Maroneia,17-20,7.29,Silver,struck,Didrachme
35086,Maroneia,-510,-490,Griechenland,Thrakien,Maroneia,15,3.32,Silver,struck,Drachme
35089,Maroneia,-510,-490,Griechenland,Thrakien,Maroneia,16,3.68,Silver,struck,Drachme
35091,Maroneia,-510,-490,Griechenland,Thrakien,Maroneia,15,3.63,Silver,struck,Drachme
35093,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,17,3.10,Silver,struck,Drachme
35095,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,17,3.52,Silver,struck,Drachme
35097,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,14-17,3.60,Silver,struck,Drachme
35098,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,17,3.49,Silver,struck,Drachme
35099,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,16,3.56,Silver,struck,Drachme
35102,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,16,3.16,Silver,struck,Drachme
35103,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,16,3.77,Silver,struck,Drachme
35105,Maroneia,-495,-448,Griechenland,Thrakien,Maroneia,15-18,3.65,Silver,struck,Drachme
35109,Maroneia,-411,-397,Griechenland,Thrakien,Maroneia,14,2.58,Silver,struck,3 Obole (Triobol)
35111,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,15,2.63,Silver,struck,3 Obole (Triobol)
35112,Aluntium,-400,-400,Italien,Sizilien,Aluntium,15,1.78,Bronze,struck,
35114,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,14,2.44,Silver,struck,3 Obole (Triobol)
35116,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,13,2.08,Silver,struck,3 Obole (Triobol)
35117,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,15,2.50,Silver,struck,3 Obole (Triobol)
35118,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,15,2.50,Silver,struck,3 Obole (Triobol)
35120,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,15,2.71,Silver,struck,3 Obole (Triobol)
35122,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,14,2.47,Silver,struck,3 Obole (Triobol)
35123,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,14,2.70,Silver,struck,3 Obole (Triobol)
35125,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,14,2.36,Silver,struck,3 Obole (Triobol)
35126,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,16,2.68,Silver,struck,3 Obole (Triobol)
35129,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,14,2.52,Silver,struck,3 Obole (Triobol)
35130,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,15,2.61,Silver,struck,3 Obole (Triobol)
35131,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,13,1.89,Silver,struck,3 Obole (Triobol)
35132,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,13,2.77,Silver,struck,3 Obole (Triobol)
35133,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,14,2.47,Silver,struck,3 Obole (Triobol)
35134,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,16,2.35,Silver,struck,3 Obole (Triobol)
35135,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,14,2.44,Silver,struck,3 Obole (Triobol)
35136,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,16,2.47,Silver,struck,3 Obole (Triobol)
35137,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,14,2.51,Silver,struck,3 Obole (Triobol)
35138,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,16,2.78,Silver,struck,3 Obole (Triobol)
35139,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,11,1.42,Silver,struck,Trihemiobol
35140,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,10,0.84,Silver,struck,Obol (ANT)
35141,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,9,0.67,Silver,struck,Obol (ANT)
35142,Maroneia,-398,-385,Griechenland,Thrakien,Maroneia,11,1.45,Silver,struck,Trihemiobol
35144,Philippi,-42,-42,Griechenland,Makedonien,Philippi,16-19,2.98,Bronze,struck,
35145,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,24,13.92,Silver,struck,Tetradrachme
35146,Philippi,-42,-42,Griechenland,Makedonien,Philippi,16,4.43,Bronze,struck,
35147,Philippi,-42,-42,Griechenland,Makedonien,Philippi,14,2.94,Bronze,struck,
35148,Maroneia,-411,-397,Griechenland,Thrakien,Maroneia,23,12.30,Silver,struck,Stater
35153,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,26,13.73,Silver,struck,Tetradrachme
35155,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,24,13.81,Silver,struck,Tetradrachme
35156,Maroneia,-411,-397,Griechenland,Thrakien,Maroneia,24,12.85,Silver,struck,Stater
35157,Maroneia,-411,-397,Griechenland,Thrakien,Maroneia,23,12.48,Silver,struck,Stater
35158,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,25-28,13.44,Silver,struck,Tetradrachme
35159,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,28,13.79,Silver,struck,Tetradrachme
35160,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,26,14.16,Silver,struck,Tetradrachme
35173,Montenegro: 1910,1841,1921,Österreich,Wien,Wien,19,3.39,Gold,struck,10 Perpera
35174,Lüttich: Bistum,1621,1688,Belgien,Liège,Lüttich (Liège),23,3.38,Gold,struck,Dukat
35175,Schweden: Oskar II.,1829,1907,Schweden,,Stockholm,"22,8",8.97,Gold,struck,20 Kronen
35176,Russland: Nikolaus II.,1868,1918,Russische Föderation,,St. Petersburg,"24,3",12.90,Gold,struck,15 Rubel
35177,Arpi,-325,-275,Italien,Apulien,Arpi,12,0.93,Silver,struck,Diobol
35178,Arpi,-325,-275,Italien,Apulien,Arpi,13,0.90,Silver,struck,Diobol
35179,Arpi,-325,-275,Italien,Apulien,Arpi,12,1.09,Silver,struck,Diobol
35180,Temenothyra,150,161,Türkei,Phrygien,Temenothyra,22,6.87,Bronze,struck,
35181,Temenothyra,150,161,Türkei,Phrygien,Temenothyra,23,6.50,Bronze,struck,
35182,Byzantion,12,41,Türkei,Thrakien,Byzantion,21,3.17,Bronze,struck,
35183,Temenothyra,150,161,Türkei,Phrygien,Temenothyra,23,7.85,Bronze,struck,
35184,Temenothyra,86,161,Türkei,Phrygien,Temenothyra,19,3.40,Bronze,struck,
35185,Byzantion,51,96,Türkei,Thrakien,Byzantion,24,10.60,Bronze,struck,
35186,Byzantion,51,96,Türkei,Thrakien,Byzantion,18,4.01,Bronze,struck,
35194,Byzantion,53,117,Türkei,Thrakien,Byzantion,29,13.50,Bronze,struck,
35197,Byzantion,53,117,Türkei,Thrakien,Byzantion,29,8.66,Bronze,struck,
35200,Incertum,-500,-480,Griechenland,Makedonien,,8,0.41,Silver,struck,
35202,Byzantion,53,117,Türkei,Thrakien,Byzantion,24,7.93,Bronze,struck,
35203,Byzantion,53,117,Türkei,Thrakien,Byzantion,21,6.25,Bronze,struck,
35206,Byzantion,53,117,Türkei,Thrakien,Byzantion,24,7.66,Bronze,struck,
35208,Byzantion,53,117,Türkei,Thrakien,Byzantion,25,8.81,Bronze,struck,
35209,Griechenland: 1990,-356,-323,Griechenland,Attika,Athen,"29,4",10.03,Aluminium-Bronze,struck,100 Drachmen (NZ)
35210,Byzantion,76,138,Türkei,Thrakien,Byzantion,29,13.52,Bronze,struck,
35211,Byzantion,86,136,Türkei,Thrakien,Byzantion,26,8.07,Bronze,struck,
35212,Byzantion,86,136,Türkei,Thrakien,Byzantion,26,7.89,Bronze,struck,
35213,Byzantion,86,161,Türkei,Thrakien,Byzantion,29,13.41,Bronze,struck,
35214,Byzantion,121,180,Türkei,Thrakien,Byzantion,21,5.54,Bronze,struck,
35215,Byzantion,121,180,Türkei,Thrakien,Byzantion,34,20.40,Bronze,struck,
35216,Byzantion,121,180,Türkei,Thrakien,Byzantion,32,18.61,Bronze,struck,
35217,Byzantion,121,180,Türkei,Thrakien,Byzantion,31,15.67,Bronze,struck,
35218,Byzantion,121,180,Türkei,Thrakien,Byzantion,29,15.93,Bronze,struck,
35220,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,24,13.93,Silver,struck,Tetradrachme
35221,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,23,14.12,Silver,struck,Tetradrachme
35222,Byzantion,130,169,Türkei,Thrakien,Byzantion,31,18.67,Bronze,struck,
35223,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,24,14.20,Silver,struck,Tetradrachme
35224,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,24,13.76,Silver,struck,Tetradrachme
35225,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,24,14.05,Silver,struck,Tetradrachme
35226,Byzantion,149,181,Türkei,Thrakien,Byzantion,28,12.73,Bronze,struck,
35227,Byzantion,149,181,Türkei,Thrakien,Byzantion,26,10.15,Bronze,struck,
35228,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,24,13.80,Silver,struck,Tetradrachme
35229,Byzantion,161,192,Türkei,Thrakien,Byzantion,28,14.75,Bronze,struck,
35230,Byzantion,161,192,Türkei,Thrakien,Byzantion,30,14.24,Bronze,struck,
35231,Maroneia,-436,-410,Griechenland,Thrakien,Maroneia,25,13.90,Silver,struck,Tetradrachme
35236,Byzantion,161,192,Türkei,Thrakien,Byzantion,29,16.59,Bronze,struck,
35237,Byzantion,161,192,Türkei,Thrakien,Byzantion,29,16.79,Bronze,struck,
35238,Byzantion,178,192,Türkei,Thrakien,Byzantion,27,13.15,Bronze,struck,
35239,Byzantion,146,211,Türkei,Thrakien,Byzantion,35,22.30,Bronze,struck,
